id,sura,aya,arabic_text,URL,translation
3065,26,133,أَمَدَّكُم بِأَنۡعَٰمٖ وَبَنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3065.mp3,«በእንስሳዎችና በልጆች ያጣቀማችሁን፡፡
3066,26,134,وَجَنَّٰتٖ وَعُيُونٍ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3066.mp3,«በአትክልቶችና በምንጮችም፡፡
3067,26,135,إِنِّيٓ أَخَافُ عَلَيۡكُمۡ عَذَابَ يَوۡمٍ عَظِيمٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3067.mp3,«እኔ በእናንተ ላይ የታላቅን ቀን ቅጣት እፈራለሁና፡፡»
3068,26,136,قَالُواْ سَوَآءٌ عَلَيۡنَآ أَوَعَظۡتَ أَمۡ لَمۡ تَكُن مِّنَ ٱلۡوَٰعِظِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3068.mp3,(እነርሱም) አሉ «ብትገስጽም ወይም ከገሳጮቹ ባትኾንም በእኛ ላይ እኩል ነው፤ (ያለንበትን አንለቅም)፡፡
3069,26,137,إِنۡ هَٰذَآ إِلَّا خُلُقُ ٱلۡأَوَّلِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3069.mp3,«ይህ የፊተኞቹ ሰዎች ፀባይ እንጅ ሌላ አይደለም፡፡
3070,26,138,وَمَا نَحۡنُ بِمُعَذَّبِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3070.mp3,«እኛም የምንቅቀጣ አይደለንም» (አሉ)፡፡
3071,26,139,فَكَذَّبُوهُ فَأَهۡلَكۡنَٰهُمۡۚ إِنَّ فِي ذَٰلِكَ لَأٓيَةٗۖ وَمَا كَانَ أَكۡثَرُهُم مُّؤۡمِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3071.mp3,አስተባበሉትም፡፡ አጠፋናቸውም፡፡ በዚህም ውስጥ እርግጠኛ ግሳጼ አለበት፡፡ አብዛኞቻቸውም ምእመናን አልነበሩም፡፡
3072,26,140,وَإِنَّ رَبَّكَ لَهُوَ ٱلۡعَزِيزُ ٱلرَّحِيمُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3072.mp3,ጌታህም እርሱ በእርግጥ አሸናፊው አዛኙ ነው፡፡
3073,26,141,كَذَّبَتۡ ثَمُودُ ٱلۡمُرۡسَلِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3073.mp3,ሰሙድ መልክተኞችን አስተባበለች፡፡
3074,26,142,إِذۡ قَالَ لَهُمۡ أَخُوهُمۡ صَٰلِحٌ أَلَا تَتَّقُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3074.mp3,ወንድማቸው ሷሊህ ለእነርሱ ባላቸው ጊዜ «አትጠነቀቁምን
3075,26,143,إِنِّي لَكُمۡ رَسُولٌ أَمِينٞ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3075.mp3,«እኔ ለእናንተ ታማኝ መልክተኛ ነኝ፡፡
3076,26,144,فَٱتَّقُواْ ٱللَّهَ وَأَطِيعُونِ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3076.mp3,«አላህንም ፍሩ፤ ታዘዙኝም፡፡
3077,26,145,وَمَآ أَسۡـَٔلُكُمۡ عَلَيۡهِ مِنۡ أَجۡرٍۖ إِنۡ أَجۡرِيَ إِلَّا عَلَىٰ رَبِّ ٱلۡعَٰلَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3077.mp3,«በእርሱም ላይ ምንም ዋጋ አልለምናችሁም፡፡ ዋጋዬ በዓለማት ጌታ ላይ እንጅ በሌላ ላይ አይደለም፡፡
3078,26,146,أَتُتۡرَكُونَ فِي مَا هَٰهُنَآ ءَامِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3078.mp3,«በዚያ እዚህ ባለው (ጸጋ) ውስጥ የረካችሁ ኾናችሁ ትተዋላችሁን
3079,26,147,فِي جَنَّٰتٖ وَعُيُونٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3079.mp3,«በአትክልቶችና በምንጮች ውስጥ፡፡
3080,26,148,وَزُرُوعٖ وَنَخۡلٖ طَلۡعُهَا هَضِيمٞ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3080.mp3,«በአዝመራዎችም ፍሬዋ የበሰለ በኾነች ዘንባባም፤ (ውስጥ ትተዋላችሁን)
3081,26,149,وَتَنۡحِتُونَ مِنَ ٱلۡجِبَالِ بُيُوتٗا فَٰرِهِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3081.mp3,«ብልሆች ኾናችሁ ከጋራዎች ቤቶችንም ትጠርባላችሁ፡፡
3082,26,150,فَٱتَّقُواْ ٱللَّهَ وَأَطِيعُونِ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3082.mp3,«አላህንም ፍሩ፤ ታዘዙኝም፡፡
3083,26,151,وَلَا تُطِيعُوٓاْ أَمۡرَ ٱلۡمُسۡرِفِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3083.mp3,«የወሰን አላፊዎችንም ትዕዛዝ አትከተሉ፡፡
3084,26,152,ٱلَّذِينَ يُفۡسِدُونَ فِي ٱلۡأَرۡضِ وَلَا يُصۡلِحُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3084.mp3,«የእነዚያን በምድር ላይ የሚያጠፉትንና የማያበጁትን፡፡»
3085,26,153,قَالُوٓاْ إِنَّمَآ أَنتَ مِنَ ٱلۡمُسَحَّرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3085.mp3,(እነሱም) አሉ «አንተ በብዙ ከተደገመባቸው ሰዎች ብቻ ነህ፡፡
3086,26,154,مَآ أَنتَ إِلَّا بَشَرٞ مِّثۡلُنَا فَأۡتِ بِـَٔايَةٍ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3086.mp3,«አንተ ብጤያችን ሰው እንጅ ሌላ አይደለህም፡፡ ከእውነተኞቹም እንደኾንክ ተዓምርን አምጣ፡፡»
3087,26,155,قَالَ هَٰذِهِۦ نَاقَةٞ لَّهَا شِرۡبٞ وَلَكُمۡ شِرۡبُ يَوۡمٖ مَّعۡلُومٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3087.mp3,(እርሱም) አለ «ይህች ግመል ናት፡፡ ለእርሷ የመጠጥ ፋንታ አላት፡፡ ለእናንተም የታወቀ ቀን ፋንታ አላችሁ፡፡
3088,26,156,وَلَا تَمَسُّوهَا بِسُوٓءٖ فَيَأۡخُذَكُمۡ عَذَابُ يَوۡمٍ عَظِيمٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3088.mp3,«በክፉም አትንኳት፡፡ የታላቅ ቀን ቅጣት ይይዛችኋልና፡፡»
3089,26,157,فَعَقَرُوهَا فَأَصۡبَحُواْ نَٰدِمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3089.mp3,ወጓትም፡፡ ወዲያውም ተጸጻቾች ኾነው አነጉ፡፡
3090,26,158,فَأَخَذَهُمُ ٱلۡعَذَابُۚ إِنَّ فِي ذَٰلِكَ لَأٓيَةٗۖ وَمَا كَانَ أَكۡثَرُهُم مُّؤۡمِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3090.mp3,ቅጣቱም ያዛቸው፡፡ በዚህም ውስጥ ግሳፄ አልለበት፡፡ አብዛኞቻቸውም ምእመናን አልነበሩም፡፡
3091,26,159,وَإِنَّ رَبَّكَ لَهُوَ ٱلۡعَزِيزُ ٱلرَّحِيمُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3091.mp3,ጌታህም እርሱ በእርግጥ አሸናፊው አዛኙ ነው፡፡
3092,26,160,كَذَّبَتۡ قَوۡمُ لُوطٍ ٱلۡمُرۡسَلِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3092.mp3,የሉጥ ሕዝቦች መልክተኞችን አስተባባሉ፡፡
3093,26,161,إِذۡ قَالَ لَهُمۡ أَخُوهُمۡ لُوطٌ أَلَا تَتَّقُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3093.mp3,ወንድማቸው ሉጥ ለእነርሱ ባለ ጊዜ «አትጠነቀቁምን
3094,26,162,إِنِّي لَكُمۡ رَسُولٌ أَمِينٞ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3094.mp3,«እኔ ለእናንተ ታማኝ መልክተኛ ነኝ፡፡
3095,26,163,فَٱتَّقُواْ ٱللَّهَ وَأَطِيعُونِ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3095.mp3,«አላህንም ፍሩ፤ ታዘዙኝም፡፡
3096,26,164,وَمَآ أَسۡـَٔلُكُمۡ عَلَيۡهِ مِنۡ أَجۡرٍۖ إِنۡ أَجۡرِيَ إِلَّا عَلَىٰ رَبِّ ٱلۡعَٰلَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3096.mp3,«በእርሱም ላይ ምንም ዋጋ አልለምናችሁም፡፡ ዋጋዬ በዓለማት ጌታ ላይ እንጅ በሌላ ላይ አይደለም፡፡
3097,26,165,أَتَأۡتُونَ ٱلذُّكۡرَانَ مِنَ ٱلۡعَٰلَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3097.mp3,«ከዓለማት ሰዎች ወንዶችን ትመጣላችሁን
3098,26,166,وَتَذَرُونَ مَا خَلَقَ لَكُمۡ رَبُّكُم مِّنۡ أَزۡوَٰجِكُمۚ بَلۡ أَنتُمۡ قَوۡمٌ عَادُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3098.mp3,«ከሚስቶቻችሁም ጌታችሁ ለናንተ የፈጠረላችሁን ትተዋላችሁን በእውነቱ እናንተ ወሰን አላፊዎች ሕዝቦ ናችሁ፡፡»
3099,26,167,قَالُواْ لَئِن لَّمۡ تَنتَهِ يَٰلُوطُ لَتَكُونَنَّ مِنَ ٱلۡمُخۡرَجِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3099.mp3,(እነርሱም) አሉ «ሉጥ ሆይ! ባትከለከል በእርግጥ (ከአገር) ከሚወጡት ትኾናለህ፡፡»
3100,26,168,قَالَ إِنِّي لِعَمَلِكُم مِّنَ ٱلۡقَالِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3100.mp3,(እርሱም) አለ «እኔ ሥራችሁን ከሚጠሉት ሰዎች ነኝ፡፡
3101,26,169,رَبِّ نَجِّنِي وَأَهۡلِي مِمَّا يَعۡمَلُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3101.mp3,«ጌታዬ ሆይ! እኔንም ቤተሰቦቼንም ከሚሠሩት ሥራ (ቅጣት) አድነን፡፡»
3102,26,170,فَنَجَّيۡنَٰهُ وَأَهۡلَهُۥٓ أَجۡمَعِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3102.mp3,እርሱንም ቤተሰቦቹንም በጠቅላላ አዳንናቸው፡፡
3103,26,171,إِلَّا عَجُوزٗا فِي ٱلۡغَٰبِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3103.mp3,በቀሪዎቹ ውስጥ የኾነች አሮጊት ብቻ ስትቀር (እርሷ ጠፋች)፡፡
3104,26,172,ثُمَّ دَمَّرۡنَا ٱلۡأٓخَرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3104.mp3,ከዚያም ሌሎቹን አጠፋን፡፡
3105,26,173,وَأَمۡطَرۡنَا عَلَيۡهِم مَّطَرٗاۖ فَسَآءَ مَطَرُ ٱلۡمُنذَرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3105.mp3,በእነሱም ላይ (የድንጋይን) ዝናምን አዘነምንባቸው፡፡ የተስፈራሪዎቹም ዝናም (ምንኛ) ከፋ፡፡
3106,26,174,إِنَّ فِي ذَٰلِكَ لَأٓيَةٗۖ وَمَا كَانَ أَكۡثَرُهُم مُّؤۡمِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3106.mp3,በዚህ ውስጥ አስደናቂ ተዓምር አልለበት፡፡ አብዛኞቻቸውም ምእመናን አልነበሩም፡፡
3107,26,175,وَإِنَّ رَبَّكَ لَهُوَ ٱلۡعَزِيزُ ٱلرَّحِيمُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3107.mp3,ጌታህም እርሱ በእርግጥ አሸናፊው አዛኙ ነው፡፡
3108,26,176,كَذَّبَ أَصۡحَٰبُ لۡـَٔيۡكَةِ ٱلۡمُرۡسَلِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3108.mp3,የአይከት ሰዎች መልክተኞችን አስተባበሉ፤
3109,26,177,إِذۡ قَالَ لَهُمۡ شُعَيۡبٌ أَلَا تَتَّقُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3109.mp3,ሹዕይብ ለእነርሱ ባላቸው ጊዜ «አትጠነቀቁምን
3110,26,178,إِنِّي لَكُمۡ رَسُولٌ أَمِينٞ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3110.mp3,«እኔ ለእናንተ ታማኝ መልክተኛ ነኝ፡፡
3111,26,179,فَٱتَّقُواْ ٱللَّهَ وَأَطِيعُونِ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3111.mp3,«አላህንም ፍሩ፤ ታዘዙኝም፡፡
3112,26,180,وَمَآ أَسۡـَٔلُكُمۡ عَلَيۡهِ مِنۡ أَجۡرٍۖ إِنۡ أَجۡرِيَ إِلَّا عَلَىٰ رَبِّ ٱلۡعَٰلَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3112.mp3,«በርሱም ላይ ምንም ዋጋ አልጠይቃችሁም፡፡ ዋጋዬ በዓለማት ጌታ ላይ እንጅ በሌላ ላይ አይደለም፡፡
3113,26,181,۞ أَوۡفُواْ ٱلۡكَيۡلَ وَلَا تَكُونُواْ مِنَ ٱلۡمُخۡسِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3113.mp3,«ስፍርን ሙሉ፡፡ ከአጉዳዮቹም አትኹኑ፡፡
3114,26,182,وَزِنُواْ بِٱلۡقِسۡطَاسِ ٱلۡمُسۡتَقِيمِ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3114.mp3,«በትክክለኛ ሚዛንም መዝኑ፡፡
3115,26,183,وَلَا تَبۡخَسُواْ ٱلنَّاسَ أَشۡيَآءَهُمۡ وَلَا تَعۡثَوۡاْ فِي ٱلۡأَرۡضِ مُفۡسِدِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3115.mp3,«ሰዎችንም ነገሮቻቸውን አታጉድሉባቸው፡፡ በምድርም ላይ አጥፊዎች ኾናችሁ አታበላሹ፡፡
3116,26,184,وَٱتَّقُواْ ٱلَّذِي خَلَقَكُمۡ وَٱلۡجِبِلَّةَ ٱلۡأَوَّلِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3116.mp3,«ያንንም የፈጠራችሁን የቀድሞዎቹንም ፍጡሮች (የፈጠረውን) ፍሩ፡፡»
3117,26,185,قَالُوٓاْ إِنَّمَآ أَنتَ مِنَ ٱلۡمُسَحَّرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3117.mp3,አሉ «አንተ በብዛት ከተደገመባቸው ሰዎች ነህ፡፡
3118,26,186,وَمَآ أَنتَ إِلَّا بَشَرٞ مِّثۡلُنَا وَإِن نَّظُنُّكَ لَمِنَ ٱلۡكَٰذِبِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3118.mp3,«አንተም ብጤያችን ሰው እንጅ ሌላ አይደለህም፡፡ እነሆ ከውሸታሞች ነህ ብለን እንጠረጥርሃለን፡፡
3119,26,187,فَأَسۡقِطۡ عَلَيۡنَا كِسَفٗا مِّنَ ٱلسَّمَآءِ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3119.mp3,«ከእውነተኞቹም እንደኾንክ በእኛ ላይ ከሰማይ ቁራጭን ጣልብን፡፡»
3120,26,188,قَالَ رَبِّيٓ أَعۡلَمُ بِمَا تَعۡمَلُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3120.mp3,«ጌታዬ የምትሠሩትን ሁሉ ዐዋቂ ነው፤» አላቸው፡፡
3121,26,189,فَكَذَّبُوهُ فَأَخَذَهُمۡ عَذَابُ يَوۡمِ ٱلظُّلَّةِۚ إِنَّهُۥ كَانَ عَذَابَ يَوۡمٍ عَظِيمٍ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3121.mp3,አስተባበሉትም፡፡ የጥላይቷ ቀን ቅጣትም ያዛቸው፡፡ እርሱ የከባድ ቀን ቅጣት ነበርና፡፡
3122,26,190,إِنَّ فِي ذَٰلِكَ لَأٓيَةٗۖ وَمَا كَانَ أَكۡثَرُهُم مُّؤۡمِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3122.mp3,በዚህ ውስጥ አስደናቂ ተዓምር አልለበት፡፡ አብዛኞቻቸውም ምእምናን አልነበሩም፡፡
3123,26,191,وَإِنَّ رَبَّكَ لَهُوَ ٱلۡعَزِيزُ ٱلرَّحِيمُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3123.mp3,ጌታህም እርሱ በእርግጥ አሸናፊው አዛኙ ነው፡፡
3124,26,192,وَإِنَّهُۥ لَتَنزِيلُ رَبِّ ٱلۡعَٰلَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3124.mp3,እርሱም (ቁርኣን) በእርግጥ ከዓለማት ጌታ የተወረደ ነው፡፡
3125,26,193,نَزَلَ بِهِ ٱلرُّوحُ ٱلۡأَمِينُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3125.mp3,እርሱን ታማኙ መንፈስ (ጂብሪል) አወረደው፤
3126,26,194,عَلَىٰ قَلۡبِكَ لِتَكُونَ مِنَ ٱلۡمُنذِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3126.mp3,ከአስፈራሪዎቹ (ነቢያት) ትኾን ዘንድ በልብህ ላይ (አወረደው)፡፡
3127,26,195,بِلِسَانٍ عَرَبِيّٖ مُّبِينٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3127.mp3,ግልጽ በኾነ ዐረብኛ ቋንቋ፡፡
3128,26,196,وَإِنَّهُۥ لَفِي زُبُرِ ٱلۡأَوَّلِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3128.mp3,እርሱም (ቁርኣን) በቀድሞዎቹ መጻሐፍት ውስጥ (የተወሳ ነው)፡፡
3129,26,197,أَوَلَمۡ يَكُن لَّهُمۡ ءَايَةً أَن يَعۡلَمَهُۥ عُلَمَٰٓؤُاْ بَنِيٓ إِسۡرَٰٓءِيلَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3129.mp3,የእስራኤል ልጆች ሊቃውንት የሚያውቁት መኾኑ ለእነርሱ (ለመካ ከሓዲዎች) ምልክት አይኾናቸውምን
3130,26,198,وَلَوۡ نَزَّلۡنَٰهُ عَلَىٰ بَعۡضِ ٱلۡأَعۡجَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3130.mp3,ከአዕጀሞች ባንዱ ላይ ባወረድነውም ኖሮ፤
3131,26,199,فَقَرَأَهُۥ عَلَيۡهِم مَّا كَانُواْ بِهِۦ مُؤۡمِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3131.mp3,በእነርሱ ላይ ባነበበውም በእርሱ አማኞች አይኾኑም ነበር፡፡
3132,26,200,كَذَٰلِكَ سَلَكۡنَٰهُ فِي قُلُوبِ ٱلۡمُجۡرِمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3132.mp3,እንደዚሁ (ማስተባበልን) በተንኮለኞች ልቦች ውስጥ አስገባነው፡፡
3133,26,201,لَا يُؤۡمِنُونَ بِهِۦ حَتَّىٰ يَرَوُاْ ٱلۡعَذَابَ ٱلۡأَلِيمَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3133.mp3,አሳማሚ ቅጣትን እስከሚያዩ ድረስ በእርሱ አያምኑም፡፡
3134,26,202,فَيَأۡتِيَهُم بَغۡتَةٗ وَهُمۡ لَا يَشۡعُرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3134.mp3,እነርሱ የማያውቁ ሲኾኑ (ቅጣቱ) ድንገት እስከሚመጣባቸውም ድረስ (አያምኑም)፡፡
3135,26,203,فَيَقُولُواْ هَلۡ نَحۡنُ مُنظَرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3135.mp3,(በመጣባቸው ጊዜ) «እኛ የምንቆይ ነን» እስከሚሉም (አያምኑም)፡፡
3136,26,204,أَفَبِعَذَابِنَا يَسۡتَعۡجِلُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3136.mp3,በቅጣታችን ያቻኩላሉን
3137,26,205,أَفَرَءَيۡتَ إِن مَّتَّعۡنَٰهُمۡ سِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3137.mp3,አየህን ብዙ ዓመታትን ብናጣቅማቸው፤
3138,26,206,ثُمَّ جَآءَهُم مَّا كَانُواْ يُوعَدُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3138.mp3,ከዚያም ያ ይስፈራሩበት የነበሩት ቢመጣባቸው፤
3139,26,207,مَآ أَغۡنَىٰ عَنۡهُم مَّا كَانُواْ يُمَتَّعُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3139.mp3,ይጣቀሙበት የነበሩት ሁሉ ከእነሱ ምንም አያብቃቃቸውም፡፡
3140,26,208,وَمَآ أَهۡلَكۡنَا مِن قَرۡيَةٍ إِلَّا لَهَا مُنذِرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3140.mp3,አንዲትንም ከተማ ለእርሷ አስፈራሪዎች ያሏት (እና ያስተባበለች) ኾና እንጅ አላጠፋንም፡፡
3141,26,209,ذِكۡرَىٰ وَمَا كُنَّا ظَٰلِمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3141.mp3,(ይህች) ግሳፄ ናት፡፡ በዳዮችም አልነበርንም፡፡
3142,26,210,وَمَا تَنَزَّلَتۡ بِهِ ٱلشَّيَٰطِينُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3142.mp3,ሰይጣናትም እርሱን (ቁርኣንን) አላወረዱትም፡፡
3143,26,211,وَمَا يَنۢبَغِي لَهُمۡ وَمَا يَسۡتَطِيعُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3143.mp3,ለእነርሱም አይገባቸውም፤ አይችሉምም፡፡
3144,26,212,إِنَّهُمۡ عَنِ ٱلسَّمۡعِ لَمَعۡزُولُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3144.mp3,እነርሱ (የመላእክትን ንግግር) ከመስማት ተከለከሉ ናቸው፡፡
3145,26,213,فَلَا تَدۡعُ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَ فَتَكُونَ مِنَ ٱلۡمُعَذَّبِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3145.mp3,ከአላህም ጋር ሌላን አምላክ አትግገዛ፤ ከሚቀጡት ትኾናለህና፡፡
3146,26,214,وَأَنذِرۡ عَشِيرَتَكَ ٱلۡأَقۡرَبِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3146.mp3,ቅርቦች ዘመዶችህንም አስጠንቅቅ፡፡
3147,26,215,وَٱخۡفِضۡ جَنَاحَكَ لِمَنِ ٱتَّبَعَكَ مِنَ ٱلۡمُؤۡمِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3147.mp3,ከምእምናንም ለተከተሉህ ሰዎች ክንፍህን ዝቅ አድርግ፤ (ልዝብ ኹን)፡፡
3148,26,216,فَإِنۡ عَصَوۡكَ فَقُلۡ إِنِّي بَرِيٓءٞ مِّمَّا تَعۡمَلُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3148.mp3,«እንቢ» ቢሉህም «እኔ ከምትሠሩት ንጹሕ ነኝ» በላቸው፡፡
3149,26,217,وَتَوَكَّلۡ عَلَى ٱلۡعَزِيزِ ٱلرَّحِيمِ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3149.mp3,አሸናፊ አዛኝ በኾነው (ጌታህ) ላይም ተጠጋ፡፡
3150,26,218,ٱلَّذِي يَرَىٰكَ حِينَ تَقُومُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3150.mp3,በዚያ ለሶላት በምትቆም ጊዜ በሚያይህ፡፡
3151,26,219,وَتَقَلُّبَكَ فِي ٱلسَّٰجِدِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3151.mp3,በሰጋጆች ውስጥ መዘዋወርህንም (በሚያየው ጌታህ ላይ ተጠጋ)፡፡
3152,26,220,إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلۡعَلِيمُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3152.mp3,እነሆ እርሱ ሰሚው ዐዋቂው ነውና፡፡
3153,26,221,هَلۡ أُنَبِّئُكُمۡ عَلَىٰ مَن تَنَزَّلُ ٱلشَّيَٰطِينُ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3153.mp3,ሰይጣናት በማን ላይ እንደሚወርዱ ልንገራችሁን
3154,26,222,تَنَزَّلُ عَلَىٰ كُلِّ أَفَّاكٍ أَثِيمٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3154.mp3,በውሸታም ኀጢአተኛ ሁሉ ላይ ይወርዳሉ፡፡
3155,26,223,يُلۡقُونَ ٱلسَّمۡعَ وَأَكۡثَرُهُمۡ كَٰذِبُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3155.mp3,የሰሙትን (ወደ ጠንቋዮች) ይጥላሉ፡፡ አብዛኞቻቸውም ውሸታሞች ናቸው፡፡
3156,26,224,وَٱلشُّعَرَآءُ يَتَّبِعُهُمُ ٱلۡغَاوُۥنَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3156.mp3,ባለ ቅኔዎችንም ጠማማዎቹ ይከተሉዋቸዋል፡፡
3157,26,225,أَلَمۡ تَرَ أَنَّهُمۡ فِي كُلِّ وَادٖ يَهِيمُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3157.mp3,እነርሱ በ(ንግግር) ሸለቆ ሁሉ የሚዋልሉ መኾናቸውን አታይምን
3158,26,226,وَأَنَّهُمۡ يَقُولُونَ مَا لَا يَفۡعَلُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3158.mp3,እነሱም የማይሠሩትን ነገር የሚናገሩ መኾናቸውን (አታይምን)፤
3159,26,227,إِلَّا ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ وَذَكَرُواْ ٱللَّهَ كَثِيرٗا وَٱنتَصَرُواْ مِنۢ بَعۡدِ مَا ظُلِمُواْۗ وَسَيَعۡلَمُ ٱلَّذِينَ ظَلَمُوٓاْ أَيَّ مُنقَلَبٖ يَنقَلِبُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/3159.mp3,እነዚያ ያመኑና መልካም ሥራዎችን የሠሩ አላህንም በብዛት ያወሱ ከተበደሉም በኋላ (በቅኔ) የተከላከሉ ሲቀሩ፤ (እነርሱ አይወቀሱም)፡፡ እነዚያም የበደሉ (ከሞቱ በኋላ) እንዴት ያለን መመለስ እንደሚመለሱ በእርግጥ ያውቃሉ፡፡
